Código IES;Nome do Curso
1045;AGRONOMIA
417;FONOAUDIOLOGIA
316;ENGENHARIA DE PRODUÇÃO MECÂNICA
1294;PRODUÇÃO AUDIOVISUAL
4020;LOGÍSTICA
55;ZOOTECNIA
55;ENGENHARIA DE PETRÓLEO
203;CIÊNCIAS ECONÔMICAS
23096;ADMINISTRAÇÃO
707;MEDICINA VETERINÁRIA
22;LETRAS PORTUGUÊS E INGLÊS
1386;ENGENHARIA DE COMPUTAÇÃO
221;CIÊNCIA DA COMPUTAÇÃO
4655;EDUCAÇÃO FÍSICA
54;PEDAGOGIA
4026;GESTÃO DE RECURSOS HUMANOS
15581;MANUFATURA AVANÇADA
221;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
322;ENGENHARIA AERONÁUTICA
370;DESIGN DE MODA
203;COMÉRCIO EXTERIOR
466;DESIGN GRÁFICO
1434;DIREITO
1032;TEOLOGIA
54;ENGENHARIA ELÉTRICA
319;PEDAGOGIA
502;GESTÃO PORTUÁRIA
244;DIREITO
2494;ENFERMAGEM
322;ENGENHARIA DE COMPUTAÇÃO
23394;ADMINISTRAÇÃO
167;GASTRONOMIA
2183;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
375;GESTÃO DE RECURSOS HUMANOS
4655;DIREITO
19;CIÊNCIAS SOCIAIS
1161;ENGENHARIA MECATRÔNICA
17854;LOGÍSTICA
605;PSICOLOGIA
203;ENGENHARIA ELÉTRICA
55;BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO
1230;HISTÓRIA
495;CIÊNCIAS BIOLÓGICAS
1294;GESTÃO FINANCEIRA
1854;GASTRONOMIA
5669;GESTÃO FINANCEIRA
15757;GESTÃO DE RECURSOS HUMANOS
346;SERVIÇO SOCIAL
4169;RADIOLOGIA
374;GEOGRAFIA
319;GEOGRAFIA
19210;ADMINISTRAÇÃO
420;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1100;DESIGN DE MODA
15581;BANCO DE DADOS
1756;COMUNICAÇÃO SOCIAL
1032;PSICOLOGIA
254;AUTOMAÇÃO INDUSTRIAL
845;ADMINISTRAÇÃO
1294;ENFERMAGEM
496;CIÊNCIA DA COMPUTAÇÃO
707;DIREITO
1810;LETRAS - PORTUGUÊS E INGLÊS
244;HISTÓRIA
22;QUÍMICA
4211;GESTÃO COMERCIAL
1299;NUTRIÇÃO
1096;DIREITO
221;ENGENHARIA CIVIL
125;DIREITO
19;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
55;MÚSICA - VIOLONCELO
56;CIÊNCIAS BIOLÓGICAS
19;ENFERMAGEM
23261;BIOMEDICINA
665;GESTÃO DE TURISMO
322;COMÉRCIO EXTERIOR
605;CIÊNCIAS HUMANAS
54;CIÊNCIAS SOCIAIS
4652;ODONTOLOGIA
707;FISIOTERAPIA
2465;CIÊNCIAS ECONÔMICAS
665;JORNALISMO
11586;ENGENHARIA CIVIL
3603;ENFERMAGEM
56;EDUCAÇÃO FÍSICA
1836;FISIOTERAPIA
203;ENGENHARIA MECÂNICA
322;FISIOTERAPIA
670;ENGENHARIA ELÉTRICA
23242;DIREITO
322;MEDICINA VETERINÁRIA
2183;BIOMEDICINA
481;MEDICINA VETERINÁRIA
322;MARKETING
34;PAISAGISMO E JARDINAGEM
322;COMPUTAÇÃO GRÁFICA
124;EDUCAÇÃO FÍSICA
4522;ENGENHARIA
322;DIREITO
24072;ADMINISTRAÇÃO
17608;NUTRIÇÃO
1433;GESTÃO FINANCEIRA
125;ADMINISTRAÇÃO
1225;ESTÉTICA E COSMÉTICA
738;ESTÉTICA E COSMÉTICA
1100;EDUCAÇÃO FÍSICA
275;EDUCAÇÃO FÍSICA
1561;RELAÇÕES INTERNACIONAIS
2279;GESTÃO DE RECURSOS HUMANOS
481;COACHING E MENTORING
319;ESTATÍSTICA
54;CIÊNCIA DO ESPORTE
4000;FISIOTERAPIA
1810;QUÍMICA
1281;DIREITO
22;ENGENHARIA CIVIL
17608;REDES DE COMPUTADORES
4925;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA
898;PEDAGOGIA
1294;MEDICINA VETERINÁRIA
13752;ENGENHARIA MECÂNICA
316;ENGENHARIA MECÂNICA
15502;MECÂNICA DE PRECISÃO
5555;PEDAGOGIA
1046;ZOOTECNIA
466;MEDICINA VETERINÁRIA
222;LETRAS
203;CIÊNCIAS CONTÁBEIS
1317;FARMÁCIA
707;ADMINISTRAÇÃO
4023;FABRICAÇÃO MECÂNICA
17902;PRODUÇÃO FONOGRÁFICA
665;ADMINISTRAÇÃO
14715;CIÊNCIAS CONTÁBEIS
17593;DIREITO
222;ESTÉTICA E COSMÉTICA
316;EDUCAÇÃO FÍSICA
15687;MECÂNICA: PROCESSOS DE SOLDAGEM
322;DESIGN DE INTERIORES
1294;GASTRONOMIA
316;SISTEMAS PARA INTERNET
1732;PSICOLOGIA
15709;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
438;ENGENHARIA MECÂNICA
2494;ENGENHARIA DE COMPUTAÇÃO
150;ENGENHARIA AMBIENTAL
1810;ENGENHARIA DE PRODUÇÃO
1294;ADMINISTRAÇÃO
34;ELETRÔNICA INDUSTRIAL
322;ENFERMAGEM
54;ENGENHARIA AGRÍCOLA
322;ENGENHARIA ELÉTRICA
322;ENGENHARIA CIVIL
22312;ENFERMAGEM
15753;BIOCOMBUSTÍVEIS
1224;AGRONOMIA
1569;ADMINISTRAÇÃO
271;CIÊNCIA DA COMPUTAÇÃO
375;EDUCAÇÃO FÍSICA
55;LETRAS - INGLÊS
5387;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
466;BIOMEDICINA
898;ADMINISTRAÇÃO
481;GESTÃO DE NEGÓCIOS IMOBILIÁRIOS
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE SOPRO - ÊNFASE EM TROMPETE
526;ENGENHARIA ELÉTRICA
22;CIÊNCIAS BIOLÓGICAS
457;ARQUITETURA E URBANISMO
843;ADMINISTRAÇÃO
316;ENFERMAGEM
1281;EDUCAÇÃO FÍSICA
1365;PEDAGOGIA
15769;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS DO PROGRAMA AMS
227;PEDAGOGIA
4826;GESTÃO DE RECURSOS HUMANOS
496;SISTEMAS DE INFORMAÇÃO
322;LETRAS - TRADUTOR E INTÉRPRETE
1032;ENGENHARIA ELÉTRICA
1294;ENGENHARIA BIOMÉDICA
4026;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
1810;ENGENHARIA DE PRODUÇÃO
456;ENGENHARIA CIVIL
322;PRODUÇÃO MULTIMÍDIA
316;RADIOLOGIA
1388;GESTÃO FINANCEIRA
4007;GESTÃO DE RECURSOS HUMANOS
707;ENFERMAGEM
24025;ENFERMAGEM
203;MARKETING
1499;FISIOTERAPIA
208;EDUCAÇÃO FÍSICA
1273;BIOMEDICINA
54;SISTEMAS DE INFORMAÇÃO
1810;MANUTENÇÃO DE AERONAVES
457;AUTOMAÇÃO INDUSTRIAL
2279;FARMÁCIA
222;MARKETING
2408;ARQUITETURA E URBANISMO
374;GESTÃO DA QUALIDADE
466;NEGÓCIOS DA MODA
18049;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
203;LOGÍSTICA
1541;PROCESSOS GERENCIAIS
203;PUBLICIDADE E PROPAGANDA
3933;ESTÉTICA E COSMÉTICA
952;FARMÁCIA
322;LETRAS - PORTUGUÊS E INGLÊS
1836;ENGENHARIA DE PRODUÇÃO
19;ENGENHARIA BIOMÉDICA
124;PSICOLOGIA
665;RADIOLOGIA
2332;ARTES VISUAIS
376;PSICOLOGIA
602;ENGENHARIA DA COMPUTAÇÃO
33;GESTÃO DA QUALIDADE
2279;DESIGN GRÁFICO
665;MEDICINA VETERINÁRIA
12522;SERVIÇO SOCIAL
11308;ENGENHARIA MECÂNICA
4059;ADMINISTRAÇÃO
167;PSICOLOGIA
322;CIÊNCIAS ECONÔMICAS
1032;CIÊNCIAS CONTÁBEIS
898;MARKETING
2625;GESTÃO FINANCEIRA
2279;GESTÃO DA QUALIDADE
793;GASTRONOMIA
2183;ARQUITETURA E URBANISMO
4026;POLÍMEROS
316;RADIOLOGIA
466;FARMÁCIA
200;PRODUÇÃO AUDIOVISUAL
207;GESTÃO DE RECURSOS HUMANOS
591;LETRAS - PORTUGUÊS
4522;MEDICINA
1294;COMÉRCIO EXTERIOR
13488;BIOMEDICINA
605;GESTÃO COMERCIAL
2886;GESTÃO DE SEGURANÇA PRIVADA
14194;AGRONEGÓCIO
1100;GESTÃO FINANCEIRA
150;QUÍMICA
793;GESTÃO DE RECURSOS HUMANOS
15753;GESTÃO AMBIENTAL
15585;MECATRÔNICA INDUSTRIAL
22028;ODONTOLOGIA
1788;ARTES VISUAIS
162;JORNALISMO
952;FISIOTERAPIA
2289;PEDAGOGIA
55;ODONTOLOGIA
457;PSICOLOGIA
322;GESTÃO DE RECURSOS HUMANOS
374;FARMÁCIA
481;PEDAGOGIA
1294;GESTÃO DE TURISMO
54;ENGENHARIA CIVIL
2279;PEDAGOGIA
7;Linguística
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
3896;ADMINISTRAÇÃO
1345;ENGENHARIA DE PRODUÇÃO
881;QUÍMICA
1445;ENGENHARIA DE COMPUTAÇÃO
1853;DIREITO
1445;DESIGN
322;ENFERMAGEM
1434;ARQUITETURA E URBANISMO
162;ADMINISTRAÇÃO
322;ADMINISTRAÇÃO
322;GESTÃO COMERCIAL
322;DIREITO
33;ELETRÔNICA AUTOMOTIVA
3456;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1810;ENGENHARIA MECÂNICA
207;LOGÍSTICA
208;EDUCAÇÃO FÍSICA
322;EDUCAÇÃO FÍSICA
5215;BIOMEDICINA
14715;FARMÁCIA
496;NUTRIÇÃO
322;PSICOLOGIA
1317;PEDAGOGIA
54;FÍSICA
4211;PRODUÇÃO FONOGRÁFICA
1836;PSICOLOGIA
322;GESTÃO DE RECURSOS HUMANOS
439;AGROCOMPUTAÇÃO
457;LOGÍSTICA
2408;ENGENHARIA MECÂNICA
23241;SISTEMAS DE INFORMAÇÃO
4826;ARQUITETURA E URBANISMO
1294;ENGENHARIA CIVIL
496;ENGENHARIA QUÍMICA
322;FARMÁCIA
496;DIREITO
1434;FARMÁCIA
146;MEDICINA VETERINÁRIA
707;ARQUITETURA E URBANISMO
417;CIÊNCIAS ECONÔMICAS
1541;GESTÃO DA QUALIDADE
457;GESTÃO DA PRODUÇÃO INDUSTRIAL
4026;DESENVOLVIMENTO DE PRODUTOS PLÁSTICOS
24368;DIREITO
1756;ADMINISTRAÇÃO
481;EDUCAÇÃO FÍSICA
1949;GESTÃO FINANCEIRA
3940;MEDICINA VETERINÁRIA
15695;EVENTOS
3432;MATEMÁTICA
2009;FISIOTERAPIA
1230;FISIOTERAPIA
54;PROGRAMA DE FORMAÇÃO INTERDISCIPLINAR SUPERIOR
322;PROPAGANDA E MARKETING
5048;TEOLOGIA
4522;DIREITO
1876;NUTRIÇÃO
491;LOGÍSTICA
55;MÚSICA - CONTRABAIXO
16194;ARQUITETURA E URBANISMO
852;GAME DEVELOPMENT
363;PEDAGOGIA
322;ENGENHARIA ELÉTRICA
225;SISTEMAS DE INFORMAÇÃO
2886;GESTÃO DE RECURSOS HUMANOS
23241;LOGÍSTICA
1032;GESTÃO DE RECURSOS HUMANOS
4522;MEDICINA VETERINÁRIA
481;ENGENHARIA MECÂNICA
271;BIOMEDICINA
221;ENGENHARIA MECÂNICA
4793;LETRAS - PORTUGUÊS E INGLÊS
322;CIÊNCIAS CONTÁBEIS
203;FISIOTERAPIA
316;NUTRIÇÃO
79;LETRAS - PORTUGUÊS E INGLÊS
1561;FOTOGRAFIA
167;PROCESSOS GERENCIAIS
1386;PRODUÇÃO PUBLICITÁRIA
1345;PUBLICIDADE E PROPAGANDA
1569;ENGENHARIA DA COMPUTAÇÃO
738;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1876;CIÊNCIA DA COMPUTAÇÃO
466;BIOMEDICINA
203;GESTÃO DE RECURSOS HUMANOS
1742;GESTÃO DA QUALIDADE
322;FARMÁCIA
170;CIÊNCIAS CONTÁBEIS
1032;ENGENHARIA ELÉTRICA
271;ARQUITETURA E URBANISMO
1388;ADMINISTRAÇÃO
14890;EDUCAÇÃO FÍSICA
222;FARMÁCIA
1526;PRODUÇÃO DE VESTUÁRIO
22;SISTEMAS DE INFORMAÇÃO
5387;ENGENHARIA DE COMPUTAÇÃO
19586;PEDAGOGIA
1490;GESTÃO DE RECURSOS HUMANOS
665;COMÉRCIO EXTERIOR
12723;GESTÃO DE RECURSOS HUMANOS
20478;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
3603;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1742;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
19;CIÊNCIAS CONTÁBEIS
16864;LETRAS - INGLÊS
5288;FISIOTERAPIA
322;FARMÁCIA
1810;PROCESSOS GERENCIAIS
322;SECRETARIADO EXECUTIVO
417;ENFERMAGEM
322;COMÉRCIO EXTERIOR
208;DIREITO
1762;PROCESSOS GERENCIAIS
22021;DIREITO
322;GESTÃO FINANCEIRA
1964;ADMINISTRAÇÃO
1322;ARQUITETURA E URBANISMO
1304;LOGÍSTICA
502;DIREITO
1838;PEDAGOGIA
14715;ESTÉTICA E COSMÉTICA
316;GESTÃO DA QUALIDADE
881;FOTOGRAFIA
2328;SISTEMAS DE INFORMAÇÃO
502;ENGENHARIA ELÉTRICA
1742;GESTÃO DE RECURSOS HUMANOS
79;PEDAGOGIA
28988;CONTROLE DE OBRAS
1433;DIREITO
952;ARQUITETURA E URBANISMO
1295;REDES DE COMPUTADORES
4169;EDUCAÇÃO FÍSICA
21764;ENFERMAGEM
1762;LOGÍSTICA
322;ENGENHARIA CIVIL
56;PEDAGOGIA
138;FISIOTERAPIA
322;PSICOLOGIA
466;FARMÁCIA
374;PEDAGOGIA
322;ENGENHARIA ELETRÔNICA
322;ENFERMAGEM
319;ODONTOLOGIA
1838;RELAÇÕES PÚBLICAS
322;GESTÃO DE RECURSOS HUMANOS
322;GESTÃO DE RECURSOS HUMANOS
1874;AGRONEGÓCIO
322;PSICOLOGIA
457;MECATRÔNICA INDUSTRIAL
4017;ENGENHARIA MECÂNICA
24066;PEDAGOGIA
483;MATEMÁTICA
4211;CIÊNCIAS ECONÔMICAS
1949;ENGENHARIA QUÍMICA
25412;ENGENHARIA DE PRODUÇÃO
1373;ADMINISTRAÇÃO
54;DANÇA
316;SISTEMAS DE INFORMAÇÃO
203;NUTRIÇÃO
1386;ENGENHARIA CIVIL
224;ENFERMAGEM
1490;PSICOLOGIA
4293;EDUCAÇÃO FÍSICA
150;MODA
3937;GESTÃO DE RECURSOS HUMANOS
502;PEDAGOGIA
242;GESTÃO DE RECURSOS HUMANOS
322;EDUCAÇÃO FÍSICA
952;SISTEMAS DE INFORMAÇÃO
26543;FISIOTERAPIA
56;ARQUITETURA E URBANISMO
3692;GESTÃO COMERCIAL
17593;GESTÃO DE RECURSOS HUMANOS
439;ENFERMAGEM
456;GEOGRAFIA
316;CIÊNCIAS BIOLÓGICAS
2556;DESIGN DE INTERIORES
1195;MECATRÔNICA INDUSTRIAL
3779;CIÊNCIAS CONTÁBEIS
22;ENGENHARIA QUÍMICA
1388;FISIOTERAPIA
55;ENGENHARIA MECATRÔNICA
322;PROPAGANDA E MARKETING
322;CIÊNCIAS CONTÁBEIS
1292;FISIOTERAPIA
15922;TEOLOGIA
496;BIOMEDICINA
1299;DIREITO
605;PROCESSOS GERENCIAIS
1100;GESTÃO DE TURISMO
1846;ENGENHARIA ELÉTRICA
1294;PROCESSOS GERENCIAIS
24368;ENFERMAGEM
221;MEDICINA VETERINÁRIA
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
316;PLANEJAMENTO ESTRATÉGICO EMPRESARIAL
1365;LETRAS - INGLÊS
1365;DIREITO
322;RELAÇÕES INTERNACIONAIS
734;CIÊNCIAS
1365;DIREITO
517;CIÊNCIAS CONTÁBEIS
21431;ESTÉTICA E COSMÉTICA
150;ARTES VISUAIS
11308;GESTÃO DE RECURSOS HUMANOS
496;PEDAGOGIA
203;LOGÍSTICA
602;ENGENHARIA MECÂNICA AERONÁUTICA
374;BIOMEDICINA
1100;FUTEBOL
1810;CIÊNCIA DA COMPUTAÇÃO
1388;MARKETING
1583;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
55;MÚSICA - VIOLÃO
605;SEGURANÇA PÚBLICA
146;ADMINISTRAÇÃO
1290;PEDAGOGIA
374;MUSICOTERAPIA
672;MEDICINA VETERINÁRIA
55;LETRAS - HEBRAICO
203;BIOMEDICINA
21502;LETRAS - PORTUGUÊS E INGLÊS
150;ENGENHARIA ELÉTRICA
15753;MARKETING
19;ENGENHARIA DE PRODUÇÃO
4652;ENGENHARIA ELÉTRICA
15688;GESTÃO EMPRESARIAL
16543;ADMINISTRAÇÃO
203;CIÊNCIAS CONTÁBEIS
13752;FARMÁCIA
665;ENGENHARIA DE ENERGIAS
19;RELAÇÕES INTERNACIONAIS
55;ENGENHARIA DE PRODUÇÃO
231;QUÍMICA
1144;LETRAS - INGLÊS
55;CIÊNCIA DE DADOS
420;DIREITO
4169;ADMINISTRAÇÃO
322;GESTÃO DE RECURSOS HUMANOS
322;JOGOS DIGITAIS
322;SISTEMAS DE INFORMAÇÃO
533;EDUCAÇÃO FÍSICA
898;ESTÉTICA E COSMÉTICA
605;FARMÁCIA
322;DESIGN GRÁFICO
5555;ARQUITETURA E URBANISMO
150;DESIGN DE INTERIORES
15715;SISTEMAS PARA INTERNET
1092;PUBLICIDADE E PROPAGANDA
376;SERVIÇO SOCIAL
221;CIÊNCIA DA COMPUTAÇÃO
18711;ENGENHARIA CIVIL
56;LETRAS - PORTUGUÊS E INGLÊS
1294;PRODUÇÃO PUBLICITÁRIA
4878;PSICOLOGIA
1386;GESTÃO DE RECURSOS HUMANOS
227;LETRAS - INGLÊS
19;LETRAS - PORTUGUÊS E INGLÊS
15693;COMÉRCIO EXTERIOR
1690;PSICOLOGIA
322;RADIOLOGIA
1711;AGRONOMIA
1365;MÚSICA
526;ENFERMAGEM
1502;FARMÁCIA
15757;TRANSPORTE TERRESTRE
322;MARKETING
316;JORNALISMO
481;GEOGRAFIA
953;PEDAGOGIA
22659;ENGENHARIA DE PRODUÇÃO
15873;CIÊNCIAS CONTÁBEIS
363;FILOSOFIA
652;MÚSICA
466;FISIOTERAPIA
1420;PSICOLOGIA
203;ODONTOLOGIA
363;ARTES VISUAIS
23242;ENFERMAGEM
22;CINEMA E AUDIOVISUAL
1420;COMPUTAÇÃO
376;ENGENHARIA ELÉTRICA
910;ENGENHARIA DE COMPUTAÇÃO
1365;DESENVOLVIMENTO E GESTÃO DE STARTUPS
496;CIÊNCIAS ECONÔMICAS
1810;QUÍMICA
1100;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1413;GESTÃO AMBIENTAL
2886;PUBLICIDADE E PROPAGANDA
21900;PSICOLOGIA
56;PEDAGOGIA
167;EDUCAÇÃO FÍSICA
1972;CIÊNCIAS CONTÁBEIS
319;EDUCAÇÃO FÍSICA
1386;RELAÇÕES INTERNACIONAIS
1388;CIÊNCIAS CONTÁBEIS
322;CIÊNCIAS BIOLÓGICAS
1279;GESTÃO DE RECURSOS HUMANOS
605;FONOAUDIOLOGIA
1561;ADMINISTRAÇÃO
496;MEDICINA VETERINÁRIA
227;FARMÁCIA E BIOQUÍMICA
481;GASTRONOMIA
224;FISIOTERAPIA
322;DIREITO
1300;PEDAGOGIA
502;CIÊNCIAS CONTÁBEIS
670;ENGENHARIA DE PRODUÇÃO
1930;LETRAS - LÍNGUA PORTUGUESA
745;PEDAGOGIA
55;TêXTIL E MODA
56;ENGENHARIA ELÉTRICA
150;CIÊNCIAS CONTÁBEIS
1781;ENGENHARIA ELÉTRICA
852;BANCO DE DADOS
1270;ENGENHARIA CIVIL
1322;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
2257;PEDAGOGIA
15745;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1876;ENGENHARIA QUÍMICA
322;SECRETARIADO EXECUTIVO
374;CIÊNCIAS SOCIAIS
1434;CIÊNCIA DA COMPUTAÇÃO
376;JORNALISMO
206;LETRAS - PORTUGUÊS E INGLÊS
322;CIÊNCIAS BIOLÓGICAS
13481;GESTÃO COMERCIAL
481;ENGENHARIA QUÍMICA
322;FARMÁCIA
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE CORDAS - ÊNFASE EM VIOLA
4724;ODONTOLOGIA
1365;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
4023;LOGÍSTICA
322;FISIOTERAPIA
322;ARQUITETURA E URBANISMO
923;GESTÃO DE RECURSOS HUMANOS
322;FISIOTERAPIA
322;RELAÇÕES INTERNACIONAIS
150;MARKETING
1100;ADMINISTRAÇÃO
203;GESTÃO DA QUALIDADE
481;ADMINISTRAÇÃO
22;FARMÁCIA
4059;DIREITO
200;PUBLICIDADE E PROPAGANDA
737;RADIOLOGIA
18817;GESTÃO DE TURISMO
203;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
316;MEDICINA
55;MÚSICA
23261;ADMINISTRAÇÃO
17593;FISIOTERAPIA
483;EVENTOS
19883;PSICOLOGIA
483;LETRAS - INGLÊS
322;EDUCAÇÃO FÍSICA
55;GEOFISICA
322;AUTOMAÇÃO INDUSTRIAL
322;PSICOLOGIA
22314;CIÊNCIAS CONTÁBEIS
417;GESTÃO DE RECURSOS HUMANOS
417;RADIOLOGIA
2257;ADMINISTRAÇÃO
1434;NUTRIÇÃO
322;CIÊNCIA DA COMPUTAÇÃO
1854;ENGENHARIA ELETRÔNICA
481;DIREITO
458;ARQUITETURA E URBANISMO
4293;CIÊNCIAS CONTÁBEIS
319;AGRONOMIA
94;EDUCAÇÃO FÍSICA
1836;ENFERMAGEM
34;MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO
316;DESIGN
23139;CIÊNCIAS CONTÁBEIS
1275;DIREITO
22316;GESTÃO DE RECURSOS HUMANOS
845;PSICOLOGIA
2556;RELAÇÕES PÚBLICAS
456;PRODUÇÃO AUDIOVISUAL
376;ENGENHARIA CIVIL
458;EDUCAÇÃO FÍSICA
1092;ENFERMAGEM
23194;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
17854;ARQUITETURA E URBANISMO
3641;DIREITO
4022;SISTEMAS EMBARCADOS
15803;MANUTENÇÃO INDUSTRIAL
4150;ARQUITETURA E URBANISMO
55;CIÊNCIAS DA NATUREZA
374;BIOMEDICINA
457;FARMÁCIA
1043;CIÊNCIAS CONTÁBEIS
3641;ENGENHARIA DE PRODUÇÃO
13796;ADMINISTRAÇÃO
4017;ESTÉTICA E COSMÉTICA
374;PROCESSOS GERENCIAIS
203;REDES DE COMPUTADORES
206;EMPREENDEDORISMO
461;COMUNICAÇÃO SOCIAL - AUDIOVISUAL
496;HISTÓRIA
3985;CIÊNCIA DA COMPUTAÇÃO
22177;PEDAGOGIA
1294;DIREITO
420;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
137;DESIGN
203;COMUNICAÇÃO INSTITUCIONAL
16502;GESTÃO FINANCEIRA
19;ENGENHARIA DE COMPUTAÇÃO
150;DIREITO
2494;NUTRIÇÃO
4793;EDUCAÇÃO FÍSICA
23241;GESTÃO DA QUALIDADE
322;DIREITO
5555;DIREITO
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE SOPRO - ÊNFASE EM TROMPA
322;NUTRIÇÃO
319;MEDICINA VETERINÁRIA
19864;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
707;ODONTOLOGIA
2183;ADMINISTRAÇÃO
15581;MANUTENÇÃO DE AERONAVES
1878;ENGENHARIA DE PRODUÇÃO
496;EDUCAÇÃO FÍSICA
316;ENFERMAGEM
496;ESTÉTICA E COSMÉTICA
23335;ENGENHARIA CIVIL
322;CIÊNCIA DA COMPUTAÇÃO
417;PSICOLOGIA
1816;DESIGN
665;ODONTOLOGIA
2279;SISTEMAS DE INFORMAÇÃO
17854;MARKETING
1299;SERVIÇO SOCIAL
275;ENFERMAGEM
1149;DESIGN GRÁFICO
457;SISTEMAS DE INFORMAÇÃO
266;GASTRONOMIA
13488;CIÊNCIAS CONTÁBEIS
665;ENGENHARIA AMBIENTAL E SANITÁRIA
4141;DIREITO
375;ENGENHARIA DE PRODUÇÃO
481;ENGENHARIA MECÂNICA
56;LETRAS - FRANCÊS
1949;FARMÁCIA
7;ENFERMAGEM
316;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
2183;HISTÓRIA
55;QUÍMICA - HABILITAÇÃO TECNOLÓGICA - ÊNFASE EM MATERIAIS
376;ODONTOLOGIA
1497;ADMINISTRAÇÃO
55;SISTEMAS DE INFORMAÇÃO
316;LOGÍSTICA
1100;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
322;CIÊNCIAS BIOLÓGICAS
734;SERVIÇO SOCIAL
322;ENGENHARIA DE PETRÓLEO
737;NUTRIÇÃO
1046;GASTRONOMIA
17662;CIÊNCIAS CONTÁBEIS
1742;PEDAGOGIA
5669;MARKETING
222;LETRAS - PORTUGUÊS E INGLÊS
3177;ADMINISTRAÇÃO
1100;GESTÃO DE RECURSOS HUMANOS
481;LOGÍSTICA
591;PEDAGOGIA
4169;REDES DE COMPUTADORES
481;ADMINISTRAÇÃO
56;MATEMÁTICA
319;ARQUITETURA E URBANISMO
2257;CIÊNCIAS CONTÁBEIS
263;PEDAGOGIA
1100;GESTÃO DE RECURSOS HUMANOS
322;EDUCAÇÃO FÍSICA
203;FOTOGRAFIA
1299;ENGENHARIA DE ALIMENTOS
56;DIREITO
3051;TEOLOGIA
231;ENGENHARIA
322;GESTÃO DE RECURSOS HUMANOS
22314;PEDAGOGIA
1294;ENGENHARIA MECÂNICA
322;AUTOMAÇÃO INDUSTRIAL
483;QUÍMICA
23459;CIÊNCIA DE DADOS
1307;FARMÁCIA
74;FÍSICA
4724;RADIOLOGIA
1810;ENGENHARIA ELÉTRICA
4826;CIÊNCIAS CONTÁBEIS
1032;ENGENHARIA AMBIENTAL
55;QUÍMICA
4017;DESIGN GRÁFICO
17928;GESTÃO DE RECURSOS HUMANOS
15682;ALIMENTOS
953;EDUCAÇÃO FÍSICA
2183;ENGENHARIA ELETRÔNICA
1100;GESTÃO FINANCEIRA
19;JORNALISMO
1810;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
360;GESTÃO DE RECURSOS HUMANOS
4090;ENGENHARIA MECÂNICA
322;DIREITO
207;MODA
203;ENGENHARIA DE PRODUÇÃO
843;ENGENHARIA DE SOFTWARE
1659;ENGENHARIA CIVIL
275;ARTES VISUAIS
319;PEDAGOGIA
316;SERVIÇO SOCIAL
22263;PSICOLOGIA
1273;NUTRIÇÃO
1876;ENGENHARIA AMBIENTAL E SANITÁRIA
19863;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1294;QUÍMICA
54;Linguística
3618;PEDAGOGIA
481;DIGITAL SECURITY
5555;ENFERMAGEM
481;ODONTOLOGIA
203;CIÊNCIAS ECONÔMICAS
417;LOGÍSTICA
322;AUTOMAÇÃO INDUSTRIAL
737;PSICOLOGIA
456;EDUCAÇÃO FÍSICA
1810;MATEMÁTICA
55;MATEMÁTICA APLICADA E COMPUTACIONAL COM HABILITAÇÃO EM MECATRÔNICA E SISTEMAS MECÂNICOS
496;RADIOLOGIA
203;ENGENHARIA DE SOFTWARE
